Date,Time,Temp ,Spec. Cond (ms/cm),ph,DO ,DO (% Saturation),turbidity ,chlorophyll ,phycocyanin,Battery (V)
9/10/2017,5:15:00,19.46,0.23,6.53,8.08,88.02,1.4,0.55,0.1,12.23
9/10/2017,5:30:00,19.43,0.23,6.51,8.06,87.73,1.38,0.55,0.11,12.19
9/10/2017,5:45:00,19.42,0.23,6.52,8.06,87.62,1.49,0.55,0.1,12.24
9/10/2017,6:00:00,19.4,0.23,6.54,8.03,87.33,1.75,0.52,0.11,12.28
9/10/2017,6:15:00,19.38,0.23,6.57,8.02,87.18,1.54,0.55,0.11,12.22
9/10/2017,6:30:00,19.36,0.23,6.61,8.02,87.16,1.51,0.53,0.11,12.18
9/10/2017,6:45:00,19.34,0.23,6.61,8,86.85,1.81,0.56,0.1,12.22
9/10/2017,7:00:00,19.32,0.23,6.64,7.99,86.79,1.48,0.58,0.1,12.19
9/10/2017,7:15:00,19.31,0.23,6.55,8.02,87.02,1.6,0.55,0.12,12.19
9/10/2017,7:30:00,19.3,0.23,6.55,8,86.81,1.51,0.55,0.11,12.21
9/10/2017,7:45:00,19.28,0.23,6.57,8.01,86.9,1.53,0.54,0.1,12.24
9/10/2017,8:00:00,19.28,0.23,6.7,8.02,87.03,1.47,0.53,0.11,12.19
9/10/2017,8:15:00,19.28,0.23,6.71,8.01,86.86,1.51,0.54,0.1,12.22
9/10/2017,8:30:00,19.27,0.23,6.78,8.01,86.92,1.48,0.54,0.1,12.22
9/10/2017,8:45:00,19.3,0.23,6.79,8.05,87.31,1.4,0.51,0.11,12.21
9/10/2017,9:00:00,19.32,0.23,6.78,8.03,87.21,1.61,0.51,0.11,12.22
9/10/2017,9:15:00,19.32,0.23,6.75,8.04,87.26,1.67,0.52,0.1,12.22
9/10/2017,9:30:00,19.34,0.23,6.71,8.04,87.35,1.56,0.51,0.11,12.19
9/10/2017,9:45:00,19.37,0.23,6.67,8.04,87.36,1.6,0.51,0.09,12.19
9/10/2017,10:00:00,19.35,0.23,6.63,8.05,87.48,1.47,0.52,0.11,12.22
9/10/2017,10:15:00,19.38,0.23,6.6,8.12,88.27,1.33,0.53,0.11,12.22
9/10/2017,10:30:00,19.49,0.23,6.68,8.23,89.64,1.54,0.51,0.11,12.22
9/10/2017,10:45:00,19.54,0.23,6.7,8.24,89.82,1.53,0.52,0.1,12.21
9/10/2017,11:00:00,19.58,0.23,6.68,8.22,89.72,1.43,0.51,0.1,12.21
9/10/2017,11:15:00,19.62,0.23,6.69,8.26,90.26,1.41,0.53,0.12,12.19
9/10/2017,11:30:00,19.69,0.23,6.7,8.3,90.8,1.51,0.49,0.1,12.19
9/10/2017,11:45:00,19.74,0.23,6.7,8.29,90.75,1.4,0.47,0.1,12.19
9/10/2017,12:00:00,19.69,0.23,6.66,8.28,90.51,1.37,0.51,0.11,12.19
9/10/2017,12:15:00,19.71,0.23,6.68,8.26,90.42,1.34,0.49,0.08,12.19
9/10/2017,12:30:00,19.73,0.23,6.67,8.28,90.63,1.54,0.52,0.1,12.19
9/10/2017,12:45:00,19.8,0.23,6.7,8.31,91.04,1.32,0.53,0.09,12.19
9/10/2017,13:00:00,19.87,0.23,6.76,8.31,91.2,1.36,0.53,0.1,12.19
9/10/2017,13:15:00,19.83,0.23,6.69,8.3,91.02,1.4,0.51,0.11,12.22
9/10/2017,13:30:00,19.91,0.23,6.71,8.32,91.34,1.44,0.55,0.09,12.21
9/10/2017,13:45:00,19.97,0.23,6.77,8.33,91.6,1.37,0.54,0.11,12.19
9/10/2017,14:00:00,20.09,0.23,6.78,8.36,92.19,1.36,0.5,0.09,12.19
9/10/2017,14:15:00,20.18,0.23,6.81,8.37,92.47,1.31,0.52,0.1,12.22
9/10/2017,14:30:00,20.31,0.23,6.85,8.43,93.38,1.36,0.52,0.1,12.22
9/10/2017,14:45:00,20.25,0.23,6.74,8.42,93.08,1.34,0.53,0.09,12.19
9/10/2017,15:00:00,20.33,0.23,6.76,8.45,93.58,1.37,0.57,0.08,12.19
9/10/2017,15:15:00,20.24,0.23,6.7,8.43,93.16,1.41,0.51,0.1,12.19
9/10/2017,15:30:00,20.18,0.23,6.66,8.42,92.96,1.29,0.57,0.1,12.21
9/10/2017,15:45:00,20.31,0.23,6.67,8.46,93.72,1.31,0.55,0.09,12.19
9/10/2017,16:00:00,20.41,0.23,6.72,8.48,94.08,1.26,0.56,0.09,12.21
9/10/2017,16:15:00,20.36,0.23,6.71,8.47,93.88,1.33,0.6,0.11,12.18
9/10/2017,16:30:00,20.34,0.23,6.69,8.46,93.74,1.33,0.63,0.11,12.24
9/10/2017,16:45:00,20.28,0.23,6.67,8.46,93.61,1.31,0.61,0.09,12.27
9/10/2017,17:00:00,20.35,0.23,6.67,8.48,93.96,1.32,0.61,0.11,12.22
9/10/2017,17:15:00,20.3,0.23,6.66,8.44,93.42,1.36,0.66,0.1,12.21
9/10/2017,17:30:00,20.13,0.23,6.63,8.31,91.73,1.3,0.6,0.1,12.28
9/10/2017,17:45:00,20.14,0.23,6.62,8.34,92.06,1.32,0.61,0.1,12.22
9/10/2017,18:00:00,20.13,0.23,6.62,8.32,91.8,1.35,0.64,0.11,12.19
9/10/2017,18:15:00,20.09,0.23,6.61,8.28,91.24,1.39,0.61,0.1,12.19
9/10/2017,18:30:00,20.07,0.23,6.6,8.24,90.83,1.35,0.64,0.1,12.23
9/10/2017,18:45:00,20.04,0.22,6.59,8.23,90.61,2.14,0.67,0.09,12.22
9/10/2017,19:00:00,20.03,0.22,6.59,8.22,90.51,1.45,0.68,0.12,12.21
9/10/2017,19:15:00,20.02,0.22,6.59,8.21,90.34,1.53,0.66,0.12,12.19
9/10/2017,19:30:00,20,0.22,6.59,8.18,90,1.47,0.72,0.12,12.19
9/10/2017,19:45:00,19.98,0.22,6.58,8.19,90.04,1.44,0.68,0.13,12.22
9/10/2017,20:00:00,19.97,0.22,6.58,8.18,89.97,1.35,0.67,0.1,12.19
9/10/2017,20:15:00,19.95,0.22,6.58,8.17,89.84,1.44,0.63,0.12,12.22
9/10/2017,20:30:00,19.93,0.22,6.57,8.14,89.43,1.72,0.61,0.11,12.19
9/10/2017,20:45:00,19.91,0.22,6.58,8.18,89.83,1.29,0.64,0.1,12.24
9/10/2017,21:00:00,19.9,0.22,6.58,8.17,89.74,1.42,0.62,0.1,12.19
9/10/2017,21:15:00,19.91,0.22,6.59,8.23,90.42,1.39,0.63,0.14,12.18
9/10/2017,21:30:00,19.91,0.22,6.6,8.28,90.93,1.3,0.62,0.1,12.24
9/10/2017,21:45:00,19.91,0.23,6.61,8.31,91.24,1.27,0.64,0.12,12.19
9/10/2017,22:00:00,19.91,0.23,6.61,8.33,91.47,1.36,0.62,0.11,12.23
9/10/2017,22:15:00,19.93,0.23,6.62,8.38,92.14,1.3,0.62,0.11,12.19
9/10/2017,22:30:00,19.95,0.23,6.63,8.43,92.67,1.31,0.59,0.1,12.22
9/10/2017,22:45:00,19.93,0.23,6.63,8.42,92.49,1.37,0.65,0.11,12.19
9/10/2017,23:00:00,19.94,0.23,6.64,8.47,93.11,1.33,0.6,0.11,12.23
9/10/2017,23:15:00,19.93,0.23,6.64,8.48,93.16,1.24,0.6,0.09,12.21
9/10/2017,23:30:00,19.93,0.23,6.64,8.49,93.31,1.32,0.61,0.1,12.19
9/10/2017,23:45:00,19.93,0.23,6.65,8.51,93.57,1.33,0.58,0.09,12.22
9/11/2017,0:00:00,19.92,0.23,6.64,8.51,93.55,1.22,0.58,0.1,12.26
9/11/2017,0:15:00,19.93,0.23,6.65,8.53,93.74,1.31,0.57,0.1,12.21
9/11/2017,0:30:00,19.91,0.23,6.66,8.54,93.81,1.43,0.58,0.11,12.19
9/11/2017,0:45:00,19.9,0.23,6.64,8.53,93.64,1.36,0.6,0.12,12.23
9/11/2017,1:00:00,19.89,0.23,6.65,8.54,93.8,1.42,0.6,0.1,12.19
9/11/2017,1:15:00,19.88,0.23,6.66,8.54,93.79,1.31,0.58,0.11,12.19
9/11/2017,1:30:00,19.87,0.23,6.65,8.56,93.91,1.32,0.64,0.11,12.19
9/11/2017,1:45:00,19.85,0.23,6.64,8.5,93.21,1.66,0.59,0.09,12.21
9/11/2017,2:00:00,19.84,0.23,6.66,8.54,93.65,1.54,0.56,0.09,12.21
9/11/2017,2:15:00,19.82,0.23,6.66,8.54,93.63,1.34,0.61,0.1,12.19
9/11/2017,2:30:00,19.8,0.23,6.66,8.52,93.44,1.36,0.6,0.1,12.24
9/11/2017,2:45:00,19.79,0.23,6.66,8.52,93.34,1.32,0.64,0.09,12.19
9/11/2017,3:00:00,19.77,0.23,6.67,8.52,93.34,1.31,0.61,0.1,12.19
9/11/2017,3:15:00,19.75,0.23,6.66,8.5,93.13,1.37,0.59,0.1,12.22
9/11/2017,3:30:00,19.73,0.22,6.65,8.49,92.97,1.3,0.59,0.11,12.19
9/11/2017,3:45:00,19.71,0.22,6.65,8.46,92.59,1.36,0.58,0.11,12.22
9/11/2017,4:00:00,19.69,0.22,6.65,8.43,92.19,1.25,0.6,0.11,12.19
9/11/2017,4:15:00,19.66,0.22,6.64,8.43,92.1,1.29,0.6,0.12,12.22
9/11/2017,4:30:00,19.62,0.22,6.63,8.39,91.59,1.27,0.59,0.11,12.19
9/11/2017,4:45:00,19.61,0.22,6.62,8.36,91.24,1.34,0.59,0.13,12.19
9/11/2017,5:00:00,19.57,0.22,6.62,8.33,90.86,1.43,0.6,0.1,12.19
9/11/2017,5:15:00,19.54,0.22,6.63,8.33,90.81,1.28,0.59,0.1,12.19
9/11/2017,5:30:00,19.51,0.22,6.63,8.31,90.53,1.38,0.58,0.1,12.22
9/11/2017,5:45:00,19.5,0.22,6.61,8.28,90.24,1.31,0.6,0.1,12.19
9/11/2017,6:00:00,19.47,0.22,6.61,8.26,89.93,1.3,0.57,0.1,12.19
9/11/2017,6:15:00,19.44,0.22,6.61,8.23,89.58,1.37,0.59,0.1,12.22
9/11/2017,6:30:00,19.41,0.22,6.61,8.22,89.4,1.36,0.61,0.11,12.22
9/11/2017,6:45:00,19.4,0.22,6.61,8.2,89.12,1.36,0.61,0.11,12.23
9/11/2017,7:00:00,19.37,0.22,6.6,8.17,88.82,1.38,0.61,0.11,12.19
9/11/2017,7:15:00,19.35,0.22,6.59,8.16,88.65,1.41,0.57,0.11,12.21
9/11/2017,7:30:00,19.33,0.22,6.59,8.13,88.25,1.4,0.59,0.09,12.27
9/11/2017,7:45:00,19.32,0.22,6.58,8.12,88.16,1.36,0.6,0.09,12.19
9/11/2017,8:00:00,19.31,0.22,6.59,8.14,88.29,1.37,0.6,0.11,12.19
9/11/2017,8:15:00,19.3,0.22,6.59,8.15,88.46,1.33,0.58,0.09,12.29
9/11/2017,8:30:00,19.3,0.22,6.59,8.13,88.19,1.58,0.55,0.11,12.22
9/11/2017,8:45:00,19.3,0.22,6.59,8.14,88.34,1.35,0.6,0.13,12.19
9/11/2017,9:00:00,19.31,0.22,6.59,8.15,88.46,1.41,0.58,0.11,12.19
9/11/2017,9:15:00,19.3,0.23,6.6,8.14,88.35,1.42,0.58,0.11,12.21
9/11/2017,9:30:00,19.3,0.23,6.61,8.13,88.19,1.35,0.54,0.11,12.19
9/11/2017,9:45:00,19.3,0.23,6.61,8.12,88.14,1.36,0.57,0.12,12.28
9/11/2017,10:00:00,19.31,0.23,6.62,8.11,88.02,1.31,0.56,0.11,12.23
9/11/2017,10:15:00,19.32,0.23,6.62,8.13,88.21,1.42,0.57,0.1,12.19
9/11/2017,10:30:00,19.32,0.23,6.61,8.11,88.04,1.35,0.56,0.11,12.28
9/11/2017,10:45:00,19.34,0.23,6.6,8.14,88.44,1.34,0.54,0.1,12.22
9/11/2017,11:00:00,19.38,0.22,6.61,8.17,88.77,1.34,0.52,0.09,12.19
9/11/2017,11:15:00,19.44,0.22,6.61,8.18,88.96,1.49,0.56,0.1,12.19
9/11/2017,11:30:00,19.49,0.22,6.62,8.2,89.38,1.26,0.55,0.1,12.19
9/11/2017,11:45:00,19.65,0.22,6.8,8.23,89.96,1.39,0.48,0.09,12.19
9/11/2017,12:00:00,19.76,0.22,6.74,8.19,89.65,1.34,0.49,0.09,12.19
9/11/2017,12:15:00,19.88,0.22,6.68,8.18,89.76,1.23,0.49,0.11,12.23
9/11/2017,12:30:00,19.93,0.22,6.68,8.16,89.64,1.24,0.5,0.09,12.21
9/11/2017,12:45:00,19.96,0.22,6.67,8.16,89.69,1.2,0.47,0.08,12.28
9/11/2017,13:00:00,20.05,0.22,6.76,8.17,90.03,1.2,0.48,0.07,12.22
9/11/2017,13:15:00,20.14,0.22,6.79,8.18,90.22,1.23,0.5,0.1,12.23
9/11/2017,13:30:00,20.35,0.22,6.84,8.2,90.88,1.25,0.49,0.08,12.19
9/11/2017,13:45:00,20.11,0.22,6.74,8.16,89.97,1.18,0.5,0.1,12.21
9/11/2017,14:00:00,20.48,0.22,6.89,8.2,91.05,1.2,0.48,0.07,12.19
9/11/2017,14:15:00,20.17,0.22,6.84,8.2,90.51,1.34,0.51,0.08,12.19
9/11/2017,14:30:00,19.89,0.22,6.77,8.21,90.1,1.28,0.57,0.09,12.21
9/11/2017,14:45:00,19.78,0.22,6.74,8.24,90.3,1.25,0.57,0.11,12.21
9/11/2017,15:00:00,19.72,0.22,6.73,8.26,90.37,1.3,0.52,0.1,12.19
9/11/2017,15:15:00,19.76,0.22,6.75,8.29,90.77,1.25,0.53,0.09,12.22
9/11/2017,15:30:00,21.16,0.22,6.96,8.26,92.97,1.21,0.48,0.08,12.22
9/11/2017,15:45:00,20.27,0.22,6.79,8.29,91.74,1.42,0.57,0.1,12.21
9/11/2017,16:00:00,20.62,0.22,6.81,8.28,92.23,1.33,0.59,0.11,12.21
9/11/2017,16:15:00,21.17,0.22,6.88,8.3,93.47,1.39,0.52,0.07,12.19
9/11/2017,16:30:00,20.87,0.22,6.76,8.29,92.81,1.34,0.58,0.09,12.24
9/11/2017,16:45:00,21.27,0.22,6.82,8.32,93.84,1.32,0.56,0.09,12.19
9/11/2017,17:00:00,21.05,0.22,6.67,8.29,93.17,1.25,0.57,0.1,12.19
9/11/2017,17:15:00,20.66,0.22,6.58,8.28,92.27,1.46,0.67,0.08,12.21
9/11/2017,17:30:00,20.7,0.22,6.75,8.3,92.61,1.26,0.59,0.1,12.22
9/11/2017,17:45:00,20.77,0.22,6.82,8.3,92.7,1.35,0.62,0.09,12.22
9/11/2017,18:00:00,20.13,0.22,6.72,8.27,91.19,1.25,0.63,0.11,12.23
9/11/2017,18:15:00,20.19,0.21,6.77,8.29,91.53,1.34,0.64,0.1,12.19
9/11/2017,18:30:00,20.17,0.21,6.76,8.25,91.1,1.34,0.66,0.1,12.22
9/11/2017,18:45:00,20.07,0.21,6.73,8.23,90.74,1.4,0.72,0.1,12.25
9/11/2017,19:00:00,20,0.21,6.72,8.21,90.34,1.35,0.75,0.11,12.19
9/11/2017,19:15:00,19.98,0.21,6.73,8.22,90.37,1.47,0.75,0.11,12.22
9/11/2017,19:30:00,19.95,0.21,6.73,8.18,89.97,1.42,0.71,0.11,12.22
9/11/2017,19:45:00,19.93,0.21,6.73,8.18,89.91,1.46,0.72,0.11,12.22
9/11/2017,20:00:00,19.92,0.21,6.74,8.2,90.05,1.62,0.72,0.11,12.19
9/11/2017,20:15:00,19.91,0.21,6.74,8.22,90.23,1.36,0.71,0.1,12.19
9/11/2017,20:30:00,19.89,0.21,6.74,8.21,90.17,1.31,0.7,0.11,12.21
9/11/2017,20:45:00,19.86,0.21,6.73,8.22,90.2,1.36,0.74,0.11,12.19
9/11/2017,21:00:00,19.84,0.21,6.74,8.2,89.96,1.3,0.71,0.11,12.21
9/11/2017,21:15:00,19.83,0.21,6.73,8.19,89.84,1.34,0.72,0.12,12.27
9/11/2017,21:30:00,19.82,0.21,6.73,8.17,89.57,1.35,0.68,0.12,12.18
9/11/2017,21:45:00,19.8,0.21,6.74,8.17,89.57,1.39,0.76,0.12,12.21
9/11/2017,22:00:00,19.79,0.21,6.73,8.23,90.22,1.38,0.7,0.1,12.23
9/11/2017,22:15:00,19.78,0.21,6.74,8.25,90.43,1.38,0.75,0.12,12.19
9/11/2017,22:30:00,19.77,0.21,6.74,8.28,90.72,1.39,0.75,0.13,12.22
9/11/2017,22:45:00,19.77,0.21,6.73,8.29,90.81,1.35,0.71,0.12,12.22
9/11/2017,23:00:00,19.77,0.21,6.75,8.35,91.44,1.31,0.72,0.1,12.19
9/11/2017,23:15:00,19.77,0.21,6.76,8.37,91.67,1.28,0.79,0.11,12.21
9/11/2017,23:30:00,19.79,0.21,6.76,8.4,92.08,1.28,0.73,0.1,12.22
9/11/2017,23:45:00,19.8,0.21,6.76,8.42,92.31,1.28,0.73,0.11,12.19
9/12/2017,0:00:00,19.81,0.21,6.75,8.44,92.55,1.23,0.68,0.1,12.19
9/12/2017,0:15:00,19.82,0.21,6.75,8.44,92.56,1.32,0.73,0.11,12.21
9/12/2017,0:30:00,19.83,0.21,6.76,8.48,93.05,1.31,0.68,0.1,12.22
9/12/2017,0:45:00,19.82,0.21,6.77,8.48,93,1.27,0.73,0.12,12.23
9/12/2017,1:00:00,19.84,0.2,6.77,8.5,93.28,1.28,0.69,0.11,12.18
9/12/2017,1:15:00,19.84,0.2,6.77,8.51,93.37,1.36,0.69,0.11,12.21
9/12/2017,1:30:00,19.85,0.2,6.78,8.55,93.78,1.36,0.7,0.11,12.25
9/12/2017,1:45:00,19.86,0.2,6.79,8.57,94.06,1.32,0.7,0.11,12.22
9/12/2017,2:00:00,19.85,0.2,6.78,8.56,93.94,1.3,0.64,0.12,12.22
9/12/2017,2:15:00,19.86,0.2,6.77,8.55,93.81,1.31,0.67,0.12,12.22
9/12/2017,2:30:00,19.85,0.2,6.77,8.56,93.92,1.32,0.67,0.1,12.19
9/12/2017,2:45:00,19.84,0.2,6.76,8.55,93.75,1.25,0.71,0.11,12.19
9/12/2017,3:00:00,19.84,0.2,6.77,8.56,93.93,1.24,0.67,0.12,12.19
9/12/2017,3:15:00,19.84,0.2,6.75,8.56,93.87,1.34,0.71,0.1,12.22
9/12/2017,3:30:00,19.83,0.2,6.76,8.54,93.69,1.27,0.65,0.11,12.19
9/12/2017,3:45:00,19.82,0.2,6.76,8.54,93.6,1.41,0.69,0.11,12.17
9/12/2017,4:00:00,19.8,0.2,6.76,8.53,93.48,1.29,0.67,0.1,12.19
9/12/2017,4:15:00,19.79,0.2,6.75,8.5,93.18,1.3,0.68,0.13,12.21
9/12/2017,4:30:00,19.78,0.2,6.75,8.5,93.15,1.32,0.66,0.1,12.22
9/12/2017,4:45:00,19.77,0.21,6.76,8.49,93.02,1.35,0.65,0.11,12.22
9/12/2017,5:00:00,19.75,0.21,6.75,8.48,92.86,1.3,0.65,0.11,12.19
9/12/2017,5:15:00,19.73,0.21,6.74,8.46,92.62,1.28,0.67,0.12,12.28
9/12/2017,5:30:00,19.7,0.21,6.75,8.44,92.35,1.34,0.62,0.1,12.22
9/12/2017,5:45:00,19.68,0.21,6.74,8.43,92.19,1.3,0.68,0.11,12.23
9/12/2017,6:00:00,19.66,0.21,6.74,8.42,92.06,1.34,0.66,0.1,12.19
9/12/2017,6:15:00,19.63,0.21,6.74,8.38,91.56,1.38,0.68,0.12,12.19
9/12/2017,6:30:00,19.6,0.21,6.74,8.37,91.35,1.46,0.67,0.11,12.28
9/12/2017,6:45:00,19.57,0.21,6.73,8.33,90.92,1.46,0.68,0.11,12.21
9/12/2017,7:00:00,19.55,0.21,6.74,8.3,90.52,1.67,0.64,0.11,12.22
9/12/2017,7:15:00,19.52,0.21,6.74,8.3,90.51,1.44,0.71,0.11,12.19
9/12/2017,7:30:00,19.5,0.21,6.74,8.3,90.46,1.39,0.68,0.12,12.28
9/12/2017,7:45:00,19.48,0.21,6.74,8.28,90.18,1.36,0.69,0.12,12.21
9/12/2017,8:00:00,19.48,0.21,6.74,8.26,89.93,1.43,0.68,0.12,12.23
9/12/2017,8:15:00,19.47,0.21,6.73,8.23,89.55,1.35,0.7,0.1,12.19
9/12/2017,8:30:00,19.46,0.21,6.72,8.23,89.54,1.44,0.71,0.11,12.19
9/12/2017,8:45:00,19.47,0.21,6.73,8.24,89.71,1.38,0.68,0.14,12.23
9/12/2017,9:00:00,19.49,0.21,6.74,8.25,89.86,1.39,0.65,0.1,12.19
9/12/2017,9:15:00,19.5,0.21,6.7,8.22,89.58,1.33,0.63,0.1,12.22
9/12/2017,9:30:00,19.51,0.21,6.74,8.22,89.55,1.33,0.63,0.11,12.24
9/12/2017,9:45:00,19.52,0.21,6.75,8.21,89.46,1.4,0.62,0.11,12.19
9/12/2017,10:00:00,19.54,0.21,6.75,8.21,89.49,1.4,0.59,0.1,12.2
9/12/2017,10:15:00,19.56,0.21,6.74,8.15,88.91,1.51,0.59,0.12,12.19
9/12/2017,10:30:00,19.56,0.21,6.73,8.14,88.77,1.29,0.57,0.11,12.21
9/12/2017,10:45:00,19.56,0.21,6.73,8.13,88.71,1.4,0.6,0.11,12.19
9/12/2017,11:00:00,19.6,0.21,6.71,8.14,88.9,1.41,0.59,0.1,12.21
9/12/2017,11:15:00,19.78,0.21,6.75,8.17,89.52,1.27,0.54,0.1,12.19
9/12/2017,11:30:00,19.92,0.22,6.77,8.18,89.92,1.19,0.54,0.07,12.18
9/12/2017,11:45:00,19.96,0.22,6.77,8.14,89.47,1.3,0.59,0.09,12.22
9/12/2017,12:00:00,20.08,0.22,6.79,8.16,89.94,1.21,0.54,0.09,12.24
9/12/2017,12:15:00,20.4,0.21,6.81,8.14,90.31,1.29,0.52,0.09,12.19
9/12/2017,12:30:00,20.59,0.21,6.81,8.12,90.36,1.21,0.54,0.08,12.19
9/12/2017,12:45:00,20.94,0.21,6.83,8.11,90.95,1.25,0.52,0.09,12.19
9/12/2017,13:00:00,21.25,0.21,6.83,8.13,91.64,1.19,0.46,0.07,12.19
9/12/2017,13:15:00,20.53,0.21,6.71,8.11,90.2,1.35,0.56,0.08,12.18
9/12/2017,13:30:00,20.33,0.21,6.72,8.17,90.51,1.25,0.57,0.09,12.19
9/12/2017,13:45:00,20.03,0.22,6.68,8.11,89.28,1.3,0.54,0.1,12.19
9/12/2017,14:00:00,19.92,0.22,6.69,8.1,89.01,1.27,0.58,0.1,12.17
9/12/2017,14:15:00,19.94,0.22,6.71,8.22,90.32,1.3,0.58,0.1,12.17
9/12/2017,14:30:00,21.09,0.21,6.88,8.21,92.25,1.23,0.5,0.07,12.22
9/12/2017,14:45:00,21.96,0.21,6.95,8.14,93.09,1.19,0.5,0.07,12.19
9/12/2017,15:00:00,22,0.21,6.85,8.16,93.31,1.18,0.52,0.05,12.18
9/12/2017,15:15:00,21.88,0.21,6.8,8.18,93.34,1.19,0.59,0.08,12.22
9/12/2017,15:30:00,21.78,0.21,6.73,8.18,93.15,1.18,0.55,0.08,12.27
9/12/2017,15:45:00,21.81,0.21,6.76,8.19,93.4,1.11,0.54,0.08,12.19
9/12/2017,16:00:00,21.97,0.21,6.75,8.24,94.2,1.13,0.56,0.07,12.19
9/12/2017,16:15:00,21.44,0.21,6.69,8.23,93.14,1.25,0.61,0.07,12.21
9/12/2017,16:30:00,21.48,0.21,6.72,8.23,93.22,1.22,0.57,0.09,12.27
9/12/2017,16:45:00,21.5,0.21,6.75,8.25,93.47,1.27,0.61,0.09,12.19
9/12/2017,17:00:00,21.42,0.21,6.72,8.25,93.37,1.3,0.62,0.09,12.19
9/12/2017,17:15:00,21.3,0.21,6.73,8.23,92.92,1.28,0.65,0.07,12.19
9/12/2017,17:30:00,21.19,0.21,6.72,8.26,93.09,1.3,0.63,0.1,12.21
9/12/2017,17:45:00,20.77,0.21,6.65,8.21,91.67,1.28,0.73,0.1,12.19
9/12/2017,18:00:00,20.52,0.21,6.65,8.21,91.25,1.25,0.72,0.11,12.19
9/12/2017,18:15:00,20.45,0.21,6.67,8.21,91.12,1.27,0.77,0.11,12.19
9/12/2017,18:30:00,20.42,0.21,6.69,8.17,90.63,1.39,0.83,0.12,12.19
9/12/2017,18:45:00,20.36,0.21,6.69,8.21,90.95,1.29,0.84,0.11,12.22
9/12/2017,19:00:00,20.33,0.21,6.7,8.18,90.59,1.28,0.84,0.1,12.19
9/12/2017,19:15:00,20.27,0.21,6.69,8.18,90.53,1.37,0.81,0.11,12.27
9/12/2017,19:30:00,20.22,0.21,6.68,8.15,90.08,1.26,0.78,0.11,12.26
9/12/2017,19:45:00,20.19,0.21,6.69,8.14,89.96,1.36,0.82,0.14,12.19
9/12/2017,20:00:00,20.2,0.21,6.71,8.13,89.82,1.3,0.85,0.12,12.28
9/12/2017,20:15:00,20.16,0.21,6.69,8.1,89.38,1.36,0.84,0.13,12.22
9/12/2017,20:30:00,20.16,0.21,6.7,8.08,89.22,1.33,0.82,0.13,12.26
9/12/2017,20:45:00,20.11,0.21,6.7,8.1,89.28,1.4,0.86,0.12,12.22
9/12/2017,21:00:00,20.12,0.21,6.71,8.11,89.45,1.28,0.81,0.11,12.19
9/12/2017,21:15:00,20.13,0.21,6.71,8.16,90.05,1.31,0.78,0.1,12.19
9/12/2017,21:30:00,20.11,0.21,6.72,8.15,89.91,1.43,0.85,0.11,12.19
9/12/2017,21:45:00,20.09,0.21,6.71,8.13,89.58,1.39,0.83,0.12,12.26
9/12/2017,22:00:00,20.06,0.21,6.71,8.15,89.72,1.32,0.8,0.12,12.19
9/12/2017,22:15:00,20.04,0.21,6.71,8.14,89.65,1.25,0.85,0.11,12.19
9/12/2017,22:30:00,20.03,0.21,6.72,8.17,89.99,1.26,0.8,0.12,12.19
9/12/2017,22:45:00,20.03,0.21,6.73,8.23,90.59,1.44,0.87,0.13,12.18
9/12/2017,23:00:00,20.03,0.21,6.74,8.26,90.96,1.31,0.8,0.13,12.19
9/12/2017,23:15:00,20.03,0.21,6.73,8.28,91.22,1.26,0.8,0.12,12.18
9/12/2017,23:30:00,20.03,0.21,6.73,8.28,91.14,1.35,0.81,0.11,12.23
9/12/2017,23:45:00,20.02,0.21,6.73,8.29,91.28,1.36,0.85,0.12,12.19
9/13/2017,0:00:00,20.03,0.21,6.74,8.32,91.55,1.28,0.84,0.11,12.19
9/13/2017,0:15:00,20.03,0.21,6.74,8.31,91.53,1.33,0.82,0.14,12.23
9/13/2017,0:30:00,20.05,0.21,6.75,8.35,91.92,1.24,0.81,0.15,12.21
9/13/2017,0:45:00,20.07,0.21,6.76,8.37,92.2,1.46,0.84,0.13,12.19
9/13/2017,1:00:00,20.07,0.21,6.76,8.36,92.1,1.3,0.77,0.12,12.21
9/13/2017,1:15:00,20.1,0.21,6.77,8.41,92.7,1.21,0.84,0.12,12.19
9/13/2017,1:30:00,20.12,0.21,6.78,8.42,92.93,1.28,0.84,0.12,12.19
9/13/2017,1:45:00,20.16,0.21,6.78,8.45,93.29,1.24,0.82,0.11,12.19
9/13/2017,2:00:00,20.18,0.21,6.78,8.47,93.53,1.35,0.78,0.11,12.21
9/13/2017,2:15:00,20.21,0.21,6.79,8.5,93.88,1.24,0.8,0.12,12.19
9/13/2017,2:30:00,20.22,0.21,6.78,8.5,93.95,1.19,0.82,0.11,12.21
9/13/2017,2:45:00,20.23,0.21,6.78,8.48,93.8,1.32,0.82,0.11,12.19
9/13/2017,3:00:00,20.24,0.21,6.78,8.52,94.17,1.2,0.83,0.11,12.18
9/13/2017,3:15:00,20.25,0.21,6.78,8.53,94.33,1.27,0.84,0.12,12.19
9/13/2017,3:30:00,20.26,0.21,6.78,8.54,94.48,1.43,0.79,0.11,12.27
9/13/2017,3:45:00,20.25,0.21,6.78,8.52,94.18,1.23,0.78,0.09,12.19
9/13/2017,4:00:00,20.26,0.21,6.78,8.53,94.35,1.32,0.81,0.11,12.22
